name,creator,price,rating,ratingCount,salesCount,recommendation,affiliateRate,category,source,productUrl
"Notion Goal Tracker for Free","Solt Wagner",0,99,99,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/883590867/lsyfb"
"Notion Learning Guide","LogiSparks",0,65,65,670,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://swtyw"
"Notion Habit Tracker | Model 3 : Bad Habit Breaker","Gosdee",0,63,63,705,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mqcgp"
"60+ useful resources for UI/UX Designers","Arpit",0,98,98,,"RECOMMENDED","partner","template","gumroad_new","https://ykkqr"
"Notion To-Do List","Pascio",0,98,98,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://prprf"
"AI Character Builder","StoryFlint",0,53,53,895,"RECOMMENDED","partner","template","gumroad_new","https://wavsmr"
"Your Step-by-Step Guide to 10K+ Followers Instagram Growth Guide","grafello",97,72,72,413,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://qqzavz"
"The Notion Template Idea library (900+ Best selling templates)","Ops & Insights",0,97,97,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://qgxkt"
"ChatGPT for Personal Finance","Onzo",0,52,52,900,"RECOMMENDED","partner","template","gumroad_new","https://kzrvw"
"Lista de leituras | Reading list","Arlaine Braga",0,97,97,,"RECOMMENDED","partner","template","gumroad_new","https://ejpjpu"
"No More Impulse Spending - Notion for ADHD Template (2025)","Braelyn | Mynd for ADHD",0,97,97,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ktvrg"
"Notion Meal Planner","Templates For Notion",0,97,97,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/822660307/tBFTY"
"Notion Premium Template Bundle | 25+ Premium Template in one Place","Poonam Sharma",0,78,78,377,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://nrbqi"
"The Notion Money Academy","Pascio",497,84,84,150,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/919154899/plqkc"
"Meal Planner","Hansel Sapkota",15,64,64,549,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://jzjaa"
"The Twitter Bible","Pascio",99,58,58,667,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/919154899/qqmjhc"
"Ultimate Notion Accounting, Bookkeeping  and Finance Template","Lexy",0,80,80,322,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://vyclu"
"Notion Academic Template","Aadityaa Shekhar",0,96,96,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zlfmhh"
"Free Aesthetic Notion Bundle","Grace",0,96,96,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://kkkfe"
"List of 200 Notion Resources","Matt Bio",0,96,96,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/346433235/ukixaa"
"Notion Weekly Matrix Planner for Free","Solt Wagner",0,96,96,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/883590867/sndhgm"
"Freelance OS","Easlo",79,48,48,855,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/602107091/gpckg"
"Content Planner 3.0","JNKxStudio",0,49,49,930,"RECOMMENDED","partner","template","gumroad_new","https://lijew"
"100+ AI Communities","TheVeller",0,95,95,,"RECOMMENDED","partner","template","gumroad_new","https://zhhgg"
"Notion Daily Journal","Pascio",0,95,95,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://uvvtl"
"Notion Stoic Checklist","Pascio",0,95,95,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://wkhuc"
"Habit Tracker","Heyismail",0,90,90,96,"RECOMMENDED","partner","template","gumroad_new","https://dxkbbd"
"Smart Planner (Free Notion Template)","jack!",1,42,42,953,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ZzSzj"
"X Growth Playbook","Shruti Mishra",11,81,81,161,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dnkve"
"Gamification OS","TheVeller",10,89,89,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://avqbm"
"Daily Routines and Affirmations","NellieNotion Templates Creator",0,94,94,,"RECOMMENDED","partner","template","gumroad_new","https://yemma"
"125+ Code Interpreter Prompts","TheVeller",0,94,94,,"RECOMMENDED","partner","template","gumroad_new","https://ejztf"
"Notion Automation Modules","Gosdee",0,58,58,720,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gpncbz"
"Gamified Habit Tracker","Kevechino",0,94,94,,"RECOMMENDED","partner","template","gumroad_new","https://efnha"
"Notion Task Manager","Pathpages",0,93,93,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://byuuk"
"Notion Project Management","Pathpages",0,93,93,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://fuqfv"
"Daily Journal For Life","Poonam Sharma",0,93,93,,"RECOMMENDED","partner","template","gumroad_new","https://qlufl"
"Time Blocking Notion Template","Productive Setups",0,93,93,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://uiadi"
"Notion Money Manual","Creator Pascal - Notion Money",0,93,93,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://xlotcc"
"DeepSeek Business","Valdo",0,93,93,,"RECOMMENDED","partner","template","gumroad_new","https://ywwqux"
"Lower Self","Gosdee",0,47,47,919,"RECOMMENDED","partner","template","gumroad_new","https://fajebw"
"Creator pack: 1000+ ChatGPT Prompts for Content Creation","Mohamad Aizat Bin Ismail",0,49,49,872,"RECOMMENDED","partner","template","gumroad_new","https://vpmmu"
"Notion Essentials Badge Flashcards","The Productivity Co.",10,47,47,809,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://sydxnm"
"Business OS | Notion Workspace","Imagination Labs",0,86,86,128,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/470970579/gaguj"
"Personal Dashboard - Notion Template (2022 ver.)","Rachel How",0,92,92,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://boakp"
"Notion Water Tracker","Alaska Notion",0,92,92,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://eszfv"
"The Note-Taking Masterclass","Toan Truong",0,92,92,,"RECOMMENDED","partner","template","gumroad_new","https://absfi"
"The system V2.0 - Improve your health by using high impact strategies","George Ferman",400,87,87,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://azotld"
"50 Digital Product Ideas","Creator Pascal - Notion Money",0,92,92,,"RECOMMENDED","partner","template","gumroad_new","https://agzsq"
"Notion 5-Minute Journal","Studio Helena",3,62,62,492,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dpboi"
"Student OS","Heyismail",0,76,76,307,"RECOMMENDED","partner","template","gumroad_new","https://hbphh"
"Effective Communication 101 - Gamified ChatGPT Course","TheVeller",0,91,91,,"RECOMMENDED","partner","template","gumroad_new","https://kyieb"
"Project Planner - Notion","mindstudyio",0,91,91,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ywvif"
"Time Blocking Template","notionwithsafa",0,91,91,,"RECOMMENDED","partner","template","gumroad_new","https://jjpnt"
"Free Logo Package File Format Cheat Sheet","Logo Package",0,52,52,774,"RECOMMENDED","partner","template","gumroad_new","https://SskLC"
"Time Blocking Calender","Hansel Sapkota",0,82,82,169,"RECOMMENDED","partner","template","gumroad_new","https://ncusc"
"Daily Mood Tracker & Journal","heycalvins",0,49,49,829,"RECOMMENDED","partner","template","gumroad_new","https://bdrxa"
"Notion Covers (Pack #2)","amy",0,84,84,126,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://cElVW"
"Notion Planner :  MINIMALISTIC DASHBOARD","OlsNotion",0,90,90,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://wsimhf"
"1000 ChatGPT Second Brain Prompts","Miguel Anticona",0,90,90,,"RECOMMENDED","partner","template","gumroad_new","https://vrmzwr"
"Client Portal","Easlo",0,90,90,,"RECOMMENDED","partner","template","gumroad_new","https://ipxfqp"
"Freebie! T-Shirt Mockup","rebrandy mockups",0,90,90,,"RECOMMENDED","partner","template","gumroad_new","https://IwUaO"
"Stories to Sales","Steve Mellor",0,90,90,,"RECOMMENDED","partner","template","gumroad_new","https://pyzmb"
"Free Daily & Weekly Printable Planners","Emma Studies — Free Printables",0,90,90,,"RECOMMENDED","partner","template","gumroad_new","https://zmohd"
"Pack Legacy Challenge Dashboard","rosannatxt",0,90,90,,"RECOMMENDED","partner","template","gumroad_new","https://aamco"
"The Kaizen Journal: Free Daily Reflection Planner Notion Template","projectkaizenco",0,90,90,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mzlpvt"
"ChatGPT Social Media Analytics","Onzo",0,78,78,231,"RECOMMENDED","partner","template","gumroad_new","https://hcmdw"
"Simple geometric notion icons","Uyilo",0,67,67,444,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://javoq"
"Aesthetic Cover Image GIF for Notion","Rosidssoy",0,89,89,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dhcbm"
"Freebie! Hoodie Mockup","rebrandy mockups",0,89,89,,"RECOMMENDED","partner","template","gumroad_new","https://qxKgW"
"79+ Notion Template ideas for any niche","Theresa Dinh",0,89,89,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gmfxsp"
"Notion Goal Planner","Pascio",0,89,89,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dqeqr"
"$100+ Article Template (Notion)","Hudson Rennie ✍️🪴",100,84,84,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://omjvq"
"Personal Finance Tracker","Notion Freak",0,88,88,,"RECOMMENDED","partner","template","gumroad_new","https://gvjrh"
"Goals Planner","Poonam Sharma",0,88,88,,"RECOMMENDED","partner","template","gumroad_new","https://sddww"
"The Ultimate AI Toolbox","Shivam Sharma",0,88,88,,"RECOMMENDED","partner","template","gumroad_new","https://vjgad"
"Notion AI Mastery Hub","Anfernee",0,88,88,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://tdcvb"
"Notion Finance Tracker 🍬","Nicole Demarchi",0,55,55,652,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://oojirl"
"a","MST",999,67,67,304,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mlcnr"
"Competitive Market Analysis","Nino",37,48,48,681,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/955963603/kfhew"
"Notion Personal Social Media Content Planner","Mohamad Aizat Bin Ismail",0,87,87,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://udyfwk"
"Habit Tracker OS","iamsourabhshen",5,79,79,59,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://jcnpf"
"Find Your Niche","Shruti Mishra",5,59,59,457,"RECOMMENDED","partner","template","gumroad_new","https://ssehi"
"1000+ ChatGPT Prompts For Businesses","Anfernee",0,78,78,162,"RECOMMENDED","partner","template","gumroad_new","https://uzoof"
"University Hub","Fre",0,86,86,,"RECOMMENDED","partner","template","gumroad_new","https://Nxxvg"
"Notion Task Manager","Pathpages",0,86,86,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ewgghi"
"1000 ChatGPT Software as a Service Prompts","Miguel Anticona",0,86,86,,"RECOMMENDED","partner","template","gumroad_new","https://zznik"
"Watchlist Tracker ( Aesthetic )","Poonam Sharma",0,86,86,,"RECOMMENDED","partner","template","gumroad_new","https://wrhac"
"Time OS","TheVeller",30,81,81,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/661958867/dsorv"
"Notion Travel Planner","JoyLoveDigital",0,57,57,579,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://iswxb"
"100 ChatGPT Productivity Prompts","Zach Matthai",5,72,72,167,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://pbozx"
"Film Grain Effect -  FREE Brushes Set for Procreate","PICSYCO BRUSHES",1,38,38,846,"RECOMMENDED","partner","template","gumroad_new","https://yadpr"
"Muslim Life OS | Islamic Notion Template + minimalistic version","Hafsah | Notion Templates",0,46,46,785,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ggdri"
"100+ No-Code Tools","Matt Bio",0,85,85,,"RECOMMENDED","partner","template","gumroad_new","https://fkidi"
"author's corner - notion template (dark academia)","Rachel",0,85,85,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://vrjro"
"Productivity 101 - Gamified ChatGPT Course","TheVeller",0,85,85,,"RECOMMENDED","partner","template","gumroad_new","https://xpwnfe"
"Product Requirement Document - Free Notion Template","Ankit Shukla",0,85,85,,"RECOMMENDED","partner","template","gumroad_new","https://yjtng"
"Habit Tracker","Dave",5,66,66,280,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/620903123/uauts"
"The Ultimate Wealth Pack: 2500+ Personal Finance Expert Prompts","Julian | Digital 🚀",0,84,84,14,"RECOMMENDED","partner","template","gumroad_new","https://oswgz"
"139 Social Media Copywriting Prompts","Aivik",5,56,56,463,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://izxgji"
"Free Logo Package Production Checklist","Logo Package",0,37,37,943,"RECOMMENDED","partner","template","gumroad_new","https://bdBkRy"
"Character Profile","StoryFlint",0,84,84,,"RECOMMENDED","partner","template","gumroad_new","https://cYaYi"
"Habit Tracker","CLIQUE",0,50,50,680,"RECOMMENDED","partner","template","gumroad_new","https://copey"
"FREE Daily life & Design Project Planner Template","Dyniza",0,84,84,,"RECOMMENDED","partner","template","gumroad_new","https://pbpbnc"
"FREE UX/UI Design Tools Library","Dyniza",0,84,84,,"RECOMMENDED","partner","template","gumroad_new","https://dgoqhn"
"PM Learning Hub","Nino",0,84,84,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/955963603/xkqvu"
"Atomic Habits Checklist","Chris",0,84,84,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/376061651/didbs"
"Project Manager","Dave",0,84,84,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/620903123/vtoor"
"Ultimate Second Brain","SAGA",0,49,49,695,"RECOMMENDED","partner","template","gumroad_new","https://lyipds"
"Business CRM (Notion Template)","Marco Elizalde",0,74,74,181,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://bnlats"
"Productivity Hub (Notion Template)","Matt Bio",0,83,83,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zuobxi"
"📕 Reading Corner","Thomas Ong",0,83,83,,"RECOMMENDED","partner","template","gumroad_new","https://ygwdq"
"Customer Success Resume Template","Black Wealthy Girl",0,83,83,,"RECOMMENDED","partner","template","gumroad_new","https://ugfqa"
"Midjourney Prompts Bundle - Over 200 Inspiring Prompts across 50 Categories","Philipp Stelzel",10,78,78,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gteghj"
"ChatGPT Student’s Pack","Julian | Digital 🚀",0,83,83,,"RECOMMENDED","partner","template","gumroad_new","https://rlnzv"
"Mastering Cold Email Outreach","Altiam - AI PlanetX",0,83,83,,"RECOMMENDED","partner","template","gumroad_new","https://ydgiy"
"250 ChatGPT Ideas to Make Money Online","ChatGPTechAi",0,83,83,,"RECOMMENDED","partner","template","gumroad_new","https://wgpsl"
"Freelance Dashboard","Anna Hickman",97,67,67,218,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://itwqrg"
"Notion第二大腦模板 (行動導向，構築您的第二大腦 ,打造人生管理系統)","槓桿生活 | QQ",0,81,81,30,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://kpdsn"
"Panic Button","Gosdee",0,34,34,963,"RECOMMENDED","partner","template","gumroad_new","https://bfjpxe"
"1000 ChatGPT Email Marketing Prompts","Miguel Anticona",0,82,82,,"RECOMMENDED","partner","template","gumroad_new","https://whqzmk"
"ProjectOS","NotionAouab",19,77,77,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://yygsc"
"Core Design System - Free Figma File","Ryan Sael",0,82,82,,"RECOMMENDED","partner","template","gumroad_new","https://JmrQA"
"Runway Budgeting Tool","Foresight by Taylor Davidson",0,82,82,,"RECOMMENDED","partner","template","gumroad_new","https://qAUEh"
"ChatGPT Search Planner","Pascio",47,77,77,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://igezgj"
"Knowledge Hub","Heyismail",0,82,82,,"RECOMMENDED","partner","template","gumroad_new","https://qdwyuj"
"365+ Copywriting Templates","TheVeller",0,82,82,,"RECOMMENDED","partner","template","gumroad_new","https://qjpgle"
"Notion School Planner","Caffiend",0,40,40,839,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://oileyl"
"Second Brain 6.0","JNKxStudio",0,80,80,33,"RECOMMENDED","partner","template","gumroad_new","https://gknjw"
"Notion Template Organizer","Gosdee",0,61,61,410,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://rxykn"
"Reading Tracker Notion Template","Rosidssoy",0,81,81,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://uezsk"
"1000 ChatGPT Growth Hacking Prompts","Miguel Anticona",0,81,81,,"RECOMMENDED","partner","template","gumroad_new","https://najrh"
"Deep Work Self-Correcting System","Salvador Prado",0,81,81,,"RECOMMENDED","partner","template","gumroad_new","https://gootfw"
"Notion P.A.R.A Dashboard","Hashim | Notion4Management",0,81,81,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://aiflm"
"Getting Things Done (GTD)  Dashboard","Hansel Sapkota",0,81,81,,"RECOMMENDED","partner","template","gumroad_new","https://aoiidp"
"Limitless 2026 Clarity Pack","Daniel Marthi",69,37,37,780,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/526798035/kfupv"
"Budget- und Ausgabenplaner 🇩🇪 Notion Vorlage","Notioneers",0,56,56,497,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zblhz"
"Effective 1:1s -> Notion templates","ManagerHacks by Mona",0,53,53,554,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://hhjbjs"
"X Creator Hub","Ramzi",0,56,56,487,"RECOMMENDED","partner","template","gumroad_new","https://gtejt"
"Notion Wedding Planner Template","Nick",0,66,66,284,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mjcas"
"Twitter Thread Master Class","donbader",0,53,53,543,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/1056835283/iqbkj"
"Resources for Notion","Easlo",0,80,80,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://sgyJX"
"Digital Business Resources Dashboard","iNotion",0,80,80,,"RECOMMENDED","partner","template","gumroad_new","https://upsth"
"Template de finanças","Ludmila Carreira ｜Notion Templates",0,80,80,,"RECOMMENDED","partner","template","gumroad_new","https://vdykag"
"1000 ChatGPT No Code Prompts","Miguel Anticona",0,80,80,,"RECOMMENDED","partner","template","gumroad_new","https://ilyot"
"LinkedIn Profile Optimization Guide","Aakash Kanojiya",10,75,75,,"RECOMMENDED","partner","template","gumroad_new","https://kzqzs"
"Notion Job Application Tracker","Nick",0,80,80,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://sftwd"
"Password Manager - Notion Template","noteway",13,75,75,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://caxnqc"
"My Journal - A simple Notion template for daily writings","Nick Lafferty",0,32,32,957,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://qrdlh"
"Travel Planner Notion","notionwithsafa",0,41,41,772,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mzzilh"
"Ultimate Notion Travel Planner","Hoko NgPh",12.5,47,47,547,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://qgzko"
"Notion Travel Packing Check-List","Lamina Notion",0,63,63,323,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zrbmhc"
"FREE Skincare Tracker 💕","The Notion Girlie",0,79,79,,"RECOMMENDED","partner","template","gumroad_new","https://telqo"
"Notion Project Proposal","Matt Bio",0,79,79,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://bsdzqy"
"100 Days Of Code Journal Dashboard","Tech By Toowee",0,79,79,,"RECOMMENDED","partner","template","gumroad_new","https://jdcnl"
"Study Schedule: FREE","Recovered Procrastinator",0,79,79,,"RECOMMENDED","partner","template","gumroad_new","https://wjiobd"
"Notion Weekly Planner","Templates For Notion",0,79,79,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/822660307/ovcgo"
"Notion AI 模板，快速總結各種文章內容 | Notion AI Templates","槓桿生活 | QQ",499,48,48,509,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gmvnje"
"Notion For Businesses","Heyismail",69,28,28,908,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://wlleu"
"1000 ChatGPT Affiliate Marketing Prompts","Miguel Anticona",0,78,78,,"RECOMMENDED","partner","template","gumroad_new","https://dstxh"
"[Notion] Fitness & Wellness Planner","notionwithro",0,78,78,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://lwjuj"
"Prokit - Curated UI Kits","Figr",3,73,73,,"RECOMMENDED","partner","template","gumroad_new","https://jbquqe"
"Perfect Day Planner","Lasse Malo",0,78,78,,"RECOMMENDED","partner","template","gumroad_new","https://qtrky"
"Simple Project & Task Manager","TheVeller",0,78,78,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/661958867/ljtzf"
"Notion Free Template Bundle | 12+ Free Templates in one Place","Poonam Sharma",0,66,66,234,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://khvgg"
"100 procreate Snake stamps | procreate brushes","ArtsForPeace",9,32,32,813,"RECOMMENDED","partner","template","gumroad_new","https://eqcrp"
"The Justin Welsh Content System | Notion Template","Madison @ Systemyze",10,41,41,629,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://fkmta"
"Notion To-Do Manager","Andy Kan",1,43,43,585,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://muejy"
"Notion Project Tracker","Abdul Rafay",3,72,72,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://qgpky"
"Dashboard","Sireal",10,72,72,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://aabnc"
"Crafting Research Articles: A Quick Guide","Tona",0,77,77,,"RECOMMENDED","partner","template","gumroad_new","https://vavlw"
"Guide To Launching Products On Gumroad","Kevin",0,77,77,,"RECOMMENDED","partner","template","gumroad_new","https://wddyf"
"Gumroad Launch Checklist","Heyzoish",0,77,77,,"RECOMMENDED","partner","template","gumroad_new","https://wqfiob"
"Book & Reading Tracker","TsuneStudios",3.5,72,72,,"RECOMMENDED","partner","template","gumroad_new","https://fytqd"
"Life planner | Notion dashboard | theme girl organisation and productivity","Stella Planners",0,77,77,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://tebwfd"
"[Notion] Capture Your Mood | Mood Tracker","notionwithro",0,77,77,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://rlmdd"
"Notion Template – Simple Trip Planner (Doodables)","Doodables",0,33,33,876,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://AkKEew"
"Student Hub (Notion Template)","Chichi",0,38,38,776,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/520909011/zhazbi"
"Mood Tracker","Grace",0,48,48,566,"RECOMMENDED","partner","template","gumroad_new","https://gtonsk"
"Notion×GTD 最強のタスク管理術","とうまろ",0,43,43,666,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mnzuq"
"FREE Twitch Affiliate Sub Emotes","Fatsack Fails",0,76,76,,"RECOMMENDED","partner","template","gumroad_new","https://EhazJ"
"The Ultimate Notion Templates Bundle​","MrPugo",249,71,71,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://isrlq"
"Notion Habit Tracker Pro","Hashim | Notion4Management",0,32,32,878,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://fvckz"
"Notion Template for Writers","Hams AI Tech",5,40,40,610,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://azjkg"
"280 ChatGPT prompts to build a $10,000/month business in 90 days","iNotion",10,37,37,662,"HIGHLY RECOMMENDED","partner","ai","notionstack_matched","https://gumroad.com/a/39386835/slbyp"
"Wheel of Life Notion Template [Limitless OS]","Daniel Marthi",0,62,62,261,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://azVqR"
"AI Launch Checklist (w/ Notion AI)","Atul's Notion",0,75,75,,"HIGHLY RECOMMENDED","partner","startup","notionstack_matched","https://dhpgw"
"A Personal CRM Template (for Notion)","Jeff Su",0,75,75,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://yskjiy"
"Post Handwritten Font","Javier Guaschetti",99,70,70,,"RECOMMENDED","partner","template","gumroad_new","https://yWUWk"
"Notion Library","Pascio",0,75,75,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ahztm"
"Free Student General Printables (Essays, Projects, etc)","Emma Studies — Free Printables",0,75,75,,"RECOMMENDED","partner","template","gumroad_new","https://gymnf"
"Financial Buddy for Notion","MrPugo",69,70,70,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/274189523/ijfwc"
"Gamify your Habit Tracker","Rodri Alba",8,28,28,839,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dvijk"
"Free Time Scheduler","The Notioneer",0,61,61,279,"RECOMMENDED","partner","template","gumroad_new","https://dxrle"
"Modern Web Design for Pride -  (YouTube Video Tutorial)","Uxpeak",9,49,49,419,"RECOMMENDED","partner","template","gumroad_new","https://juquh"
"Notion Daily Journal","LogiSparks",5,47,47,455,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://lxizuc"
"World Building Bible","StoryFlint",24,38,38,634,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://arhrl"
"Life Planner","Heyismail",0,59,59,309,"RECOMMENDED","partner","template","gumroad_new","https://netpcn"
"Watchlist - Movies, TV, Books, Music: Notion Template","yeni",1.5,30,30,786,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://xcraa"
"🏨 Achieve AirBnb Success Without The Stress  - 200+ Useful AirBnb Resources","Ian Dikhtiar",10,24,24,906,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/mbbjs"
"50 Frameworks to 100x productivity","Zach Matthai",5,37,37,644,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://rtuwtr"
"Education Video Library: Learning Resource in Notion","Notion4Teachers",0,74,74,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dxsywh"
"Time Management 101 - Gamified ChatGPT Course","TheVeller",0,74,74,,"RECOMMENDED","partner","template","gumroad_new","https://pboog"
"100+ Fictional Characters Prompt Templates","TheVeller",0,74,74,,"RECOMMENDED","partner","template","gumroad_new","https://rdocu"
"1000 ChatGPT Call to Action Prompts","Miguel Anticona",0,74,74,,"RECOMMENDED","partner","template","gumroad_new","https://zypny"
"1000 ChatGPT Financial Mastery Prompts","Miguel Anticona",0,74,74,,"RECOMMENDED","partner","template","gumroad_new","https://kbbpk"
"The Notion Takeoff Assistant","Benjamin Taylor",0,74,74,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mzxxd"
"Bard SEO Mastery Course","AI Design Club",144,69,69,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://cofdu"
"Notion Resume Template for Free","Solt Wagner",0,74,74,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/883590867/xljbx"
"Notion goal tracker","Uyilo",0,40,40,668,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://uswga"
"Notion Icons","Heyzoish",0,73,73,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://uldqt"
"Notion Icons Vol. 8","Heyzoish",0,73,873,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://nzfvp"
